user_id,is_gone
4,0.02419675
6,0.02419675
10,0.02419675
12,0.07087459
13,0.54355377
15,0.2920625
19,0.02419675
21,0.5121179
23,0.02419675
35,0.148314
40,0.02419675
45,0.14352494
55,0.27496335
58,0.27496335
62,0.12811638
72,0.02419675
74,0.26790562
81,0.06965341
84,0.02419675
92,0.02419675
93,0.02419675
98,0.02419675
102,0.60983694
105,0.08671149
107,0.02419675
112,0.13900934
113,0.27496335
119,0.45395172
124,0.28962255
140,0.45395172
141,0.10865042
143,0.02419675
150,0.14352494
159,0.02419675
162,0.14352494
164,0.11074256
165,0.02419675
167,0.10865042
174,0.02419675
177,0.27496335
180,0.02419675
185,0.02419675
186,0.6563161
195,0.27496335
198,0.45395172
200,0.43633324
204,0.27496335
205,0.02419675
207,0.4432378
208,0.7593488
212,0.14352494
213,0.02419675
217,0.02419675
218,0.02419675
234,0.02419675
235,0.22803421
236,0.02419675
237,0.02419675
242,0.08324147
248,0.5121179
253,0.38107648
260,0.15548915
261,0.22719361
269,0.02419675
271,0.18168493
273,0.02419675
276,0.02419675
283,0.02419675
289,0.02419675
298,0.16053164
303,0.28962255
306,0.02419675
308,0.02419675
317,0.02419675
318,0.02419675
319,0.02419675
320,0.02419675
324,0.14352494
328,0.12811638
331,0.101553455
335,0.09644692
341,0.28962255
346,0.02419675
348,0.02419675
349,0.02419675
351,0.02419675
355,0.08255911
363,0.22719361
366,0.02419675
367,0.09974006
373,0.13678707
375,0.02419675
382,0.02419675
388,0.02419675
389,0.02419675
391,0.396536
400,0.02419675
406,0.02419675
409,0.45395172
411,0.13900934
414,0.02419675
417,0.061016805
419,0.02419675
421,0.02419675
423,0.02419675
424,0.1104741
425,0.02419675
430,0.41124892
448,0.06965341
460,0.14352494
462,0.02419675
465,0.13883324
467,0.45395172
474,0.31566393
476,0.02419675
483,0.02419675
485,0.02419675
486,0.20225719
487,0.02419675
498,0.50932986
503,0.02419675
504,0.02419675
511,0.02419675
516,0.02419675
522,0.02419675
530,0.45395172
534,0.02419675
543,0.02419675
554,0.02419675
557,0.12811638
561,0.28962255
565,0.28962255
567,0.14181149
570,0.10865042
574,0.14352494
575,0.02419675
578,0.27496335
579,0.02419675
583,0.02419675
586,0.45395172
593,0.14352494
599,0.12811638
601,0.50932986
602,0.14352494
611,0.02419675
613,0.119955294
615,0.02419675
628,0.02419675
642,0.02419675
650,0.02419675
659,0.14352494
664,0.45395172
672,0.14352494
680,0.02419675
683,0.10369149
693,0.14352494
696,0.02419675
700,0.02419675
704,0.10865042
723,0.06965341
725,0.07818849
726,0.02419675
731,0.02419675
733,0.02419675
736,0.02419675
739,0.11107607
741,0.02419675
744,0.12604275
745,0.02419675
747,0.14352494
754,0.28962255
757,0.02419675
760,0.02419675
765,0.6563161
770,0.28962255
779,0.02419675
800,0.02419675
801,0.02419675
804,0.11058801
805,0.02419675
810,0.02419675
820,0.02419675
829,0.02419675
832,0.02419675
837,0.061016805
845,0.02419675
848,0.02419675
850,0.02419675
864,0.02419675
874,0.02419675
880,0.06965341
886,0.4093217
897,0.02419675
898,0.10463831
901,0.45395172
904,0.45395172
907,0.02419675
918,0.02419675
920,0.27496335
926,0.02419675
933,0.02419675
936,0.02419675
937,0.02419675
952,0.02419675
953,0.101553455
960,0.396536
970,0.45395172
971,0.02419675
972,0.2052233
973,0.02419675
980,0.27496335
988,0.061731532
999,0.02419675
1003,0.14181149
1010,0.02419675
1023,0.02419675
1041,0.101553455
1044,0.14352494
1049,0.45395172
1054,0.14352494
1055,0.02419675
1059,0.02419675
1061,0.27496335
1068,0.02419675
1071,0.02419675
1083,0.02419675
1087,0.3056945
1092,0.14352494
1099,0.02419675
1100,0.14352494
1102,0.02419675
1115,0.02419675
1131,0.02419675
1132,0.02419675
1134,0.21664254
1135,0.02419675
1137,0.121491544
1138,0.02419675
1145,0.06843016
1149,0.14352494
1152,0.02419675
1153,0.25629953
1154,0.13678707
1156,0.24578671
1157,0.02419675
1164,0.41124892
1171,0.22719361
1175,0.02419675
1182,0.02419675
1187,0.45934752
1192,0.02419675
1195,0.02419675
1197,0.02419675
1202,0.02419675
1211,0.14352494
1212,0.02419675
1214,0.02419675
1219,0.02419675
1232,0.02419675
1238,0.02419675
1242,0.02419675
1245,0.101553455
1246,0.31368414
1253,0.02419675
1263,0.02419675
1269,0.02419675
1273,0.02419675
1274,0.11861491
1275,0.02419675
1276,0.02419675
1279,0.02419675
1280,0.02419675
1285,0.02419675
1288,0.02419675
1302,0.12408769
1307,0.02419675
1308,0.02419675
1309,0.02419675
1313,0.14352494
1314,0.07425196
1322,0.02419675
1325,0.02419675
1332,0.02419675
1334,0.02419675
1339,0.02419675
1340,0.02419675
1341,0.08820336
1347,0.13883324
1349,0.02419675
1354,0.14352494
1356,0.12408769
1357,0.02419675
1358,0.115760885
1359,0.7076002
1365,0.14352494
1367,0.10006082
1369,0.02419675
1374,0.02419675
1375,0.13678707
1379,0.02419675
1384,0.02419675
1385,0.02419675
1387,0.02419675
1392,0.14352494
1399,0.02419675
1403,0.02419675
1407,0.02419675
1412,0.08101052
1413,0.06965341
1414,0.02419675
1420,0.13678707
1426,0.41124892
1432,0.02419675
1436,0.02419675
1437,0.02419675
1438,0.28962255
1441,0.60983694
1442,0.12811638
1452,0.02419675
1455,0.02419675
1457,0.19196256
1458,0.14352494
1459,0.57782143
1460,0.0628232
1464,0.13678707
1465,0.02419675
1469,0.02419675
1472,0.20225719
1485,0.02419675
1488,0.27496335
1489,0.02419675
1494,0.02419675
1501,0.02419675
1506,0.02419675
1510,0.14352494
1520,0.28962255
1522,0.02419675
1523,0.02419675
1524,0.02419675
1525,0.02419675
1540,0.02419675
1541,0.11715137
1543,0.11861491
1550,0.14352494
1551,0.0965638
1554,0.14352494
1556,0.07818849
1563,0.14352494
1564,0.02419675
1566,0.02419675
1571,0.45934752
1580,0.14352494
1584,0.27496335
1587,0.02419675
1592,0.02419675
1597,0.06965341
1608,0.02419675
1610,0.02419675
1611,0.27496335
1619,0.13862526
1620,0.20225719
1623,0.0628232
1630,0.14352494
1636,0.02419675
1640,0.14352494
1641,0.02419675
1646,0.02419675
1650,0.02419675
1658,0.02419675
1667,0.02419675
1674,0.13678707
1689,0.02419675
1690,0.10865042
1693,0.50932986
1704,0.0965638
1706,0.02419675
1713,0.02419675
1716,0.02419675
1717,0.02419675
1719,0.07694376
1720,0.13190646
1725,0.14604537
1728,0.02419675
1731,0.18168493
1739,0.02419675
1745,0.02419675
1747,0.09974006
1748,0.35627213
1751,0.25267208
1754,0.02419675
1763,0.02419675
1764,0.02419675
1767,0.4745582
1771,0.02419675
1775,0.02419675
1777,0.02419675
1779,0.02419675
1782,0.50932986
1783,0.02419675
1785,0.10865042
1786,0.09540441
1797,0.10865042
1800,0.0632616
1803,0.101553455
1821,0.08671149
1822,0.27432242
1830,0.02419675
1831,0.02419675
1832,0.13883324
1835,0.14352494
1837,0.02419675
1840,0.40096462
1849,0.13190646
1855,0.02419675
1858,0.02419675
1872,0.02419675
1873,0.14352494
1882,0.396536
1883,0.02419675
1887,0.45395172
1891,0.02419675
1893,0.38107648
1918,0.14352494
1923,0.02419675
1939,0.02419675
1947,0.02419675
1953,0.29780653
1954,0.02419675
1956,0.28962255
1958,0.02419675
1960,0.26075003
1961,0.19196256
1962,0.41124892
1967,0.12811638
1968,0.02419675
1974,0.02419675
1981,0.02419675
1985,0.02419675
1988,0.14181149
1993,0.02419675
1998,0.02419675
2000,0.02419675
2012,0.02419675
2016,0.14352494
2018,0.148314
2019,0.11277638
2026,0.14352494
2033,0.02419675
2034,0.14352494
2036,0.02419675
2041,0.02419675
2042,0.13678707
2044,0.14352494
2052,0.02419675
2060,0.02419675
2061,0.02419675
2062,0.02419675
2063,0.02419675
2064,0.02419675
2066,0.02419675
2068,0.02419675
2069,0.08647991
2070,0.02419675
2073,0.02419675
2077,0.02419675
2079,0.13900934
2089,0.02419675
2091,0.02419675
2095,0.02419675
2097,0.02419675
2100,0.02419675
2101,0.10847674
2107,0.27496335
2109,0.09124346
2111,0.12811638
2114,0.02419675
2117,0.43633324
2120,0.09974006
2126,0.02419675
2128,0.02419675
2146,0.02419675
2149,0.34353188
2158,0.02419675
2160,0.02419675
2172,0.22719361
2174,0.07694376
2180,0.50932986
2187,0.02419675
2196,0.02419675
2199,0.02419675
2201,0.22719361
2202,0.02419675
2203,0.101553455
2208,0.02419675
2220,0.50932986
2224,0.02419675
2231,0.08255911
2235,0.02419675
2244,0.02419675
2256,0.02419675
2270,0.396536
2275,0.02419675
2288,0.02419675
2299,0.1104741
2305,0.50932986
2306,0.27496335
2309,0.02419675
2313,0.02419675
2316,0.12811638
2317,0.06965341
2326,0.02419675
2338,0.02419675
2343,0.16053164
2346,0.02419675
2347,0.13678707
2362,0.02419675
2364,0.02419675
2365,0.14352494
2372,0.02419675
2376,0.084594004
2379,0.02419675
2380,0.22719361
2382,0.094830096
2384,0.90362924
2389,0.02419675
2397,0.02419675
2398,0.14352494
2401,0.02419675
2411,0.02419675
2423,0.14352494
2426,0.50932986
2430,0.19196256
2434,0.45395172
2435,0.14352494
2439,0.09993989
2441,0.02419675
2448,0.02419675
2454,0.02419675
2465,0.061016805
2466,0.02419675
2483,0.02419675
2492,0.02419675
2493,0.02419675
2494,0.11277638
2501,0.13900934
2504,0.041135017
2506,0.02419675
2517,0.14352494
2518,0.02419675
2521,0.02419675
2524,0.06965341
2527,0.02419675
2531,0.119955294
2535,0.4745582
2540,0.45395172
2544,0.27361566
2545,0.14352494
2551,0.02419675
2552,0.02419675
2558,0.20211785
2562,0.02419675
2563,0.14352494
2568,0.02419675
2572,0.02419675
2584,0.02419675
2585,0.02419675
2590,0.02419675
2593,0.02419675
2596,0.02419675
2603,0.17998561
2607,0.18768805
2610,0.28962255
2623,0.02419675
2628,0.06965341
2629,0.02419675
2633,0.02419675
2645,0.14352494
2646,0.02419675
2653,0.02419675
2667,0.02419675
2668,0.02419675
2669,0.38107648
2671,0.02419675
2676,0.14352494
2688,0.08101052
2699,0.02419675
2714,0.02419675
2715,0.02419675
2720,0.28962255
2722,0.02419675
2723,0.02419675
2728,0.02419675
2738,0.13900934
2747,0.02419675
2757,0.02419675
2760,0.13678707
2763,0.02419675
2769,0.28962255
2771,0.28962255
2772,0.27496335
2777,0.02419675
2779,0.02419675
2782,0.14543843
2790,0.02419675
2808,0.28962255
2809,0.02419675
2810,0.02419675
2814,0.02419675
2815,0.115760885
2819,0.21359959
2821,0.02419675
2823,0.07818849
2827,0.14352494
2834,0.0965638
2835,0.02419675
2846,0.02419675
2852,0.02419675
2860,0.45395172
2862,0.396536
2863,0.54355377
2864,0.08671149
2866,0.57782143
2868,0.02419675
2869,0.07818849
2871,0.14352494
2880,0.14352494
2884,0.02419675
2889,0.02419675
2893,0.12563401
2897,0.09908855
2898,0.14352494
2906,0.28962255
2907,0.4432378
2911,0.14352494
2914,0.45934752
2920,0.19196256
2921,0.13678707
2935,0.02419675
2939,0.16053164
2947,0.14352494
2955,0.02419675
2956,0.02419675
2959,0.02419675
2961,0.02419675
2963,0.02419675
2968,0.02419675
2970,0.02419675
2973,0.41124892
2974,0.06965341
2976,0.20225719
2977,0.28962255
2985,0.02419675
2992,0.08820336
2993,0.02419675
2994,0.13900934
3002,0.31158862
3004,0.02419675
3006,0.02419675
3008,0.50932986
3010,0.02419675
3013,0.02419675
3017,0.02419675
3024,0.41124892
3028,0.02419675
3031,0.13678707
3040,0.02419675
3043,0.13678707
3048,0.02419675
3054,0.02419675
3055,0.02419675
3059,0.02419675
3075,0.02419675
3077,0.11750242
3079,0.02419675
3080,0.02419675
3082,0.02419675
3086,0.1897888
3093,0.396536
3097,0.02419675
3108,0.06965341
3110,0.45395172
3114,0.28962255
3115,0.39110023
3120,0.02419675
3128,0.18454903
3136,0.02419675
3141,0.14352494
3145,0.02419675
3156,0.02419675
3160,0.02419675
3169,0.02419675
3170,0.02419675
3171,0.02419675
3172,0.2760716
3191,0.02419675
3192,0.45395172
3193,0.02419675
3197,0.02419675
3199,0.02419675
3202,0.02419675
3207,0.02419675
3209,0.02419675
3212,0.14352494
3214,0.121491544
3215,0.02419675
3216,0.08101052
3217,0.27496335
3218,0.02419675
3221,0.02419675
3227,0.09124346
3235,0.13883324
3238,0.14352494
3239,0.6563161
3244,0.02419675
3245,0.02419675
3252,0.02419675
3256,0.02419675
3263,0.02419675
3267,0.20225719
3268,0.02419675
3273,0.02419675
3274,0.27496335
3276,0.13678707
3277,0.02419675
3279,0.02419675
3283,0.02419675
3286,0.02419675
3289,0.02419675
3302,0.02419675
3305,0.20211785
3313,0.06843016
3314,0.28962255
3321,0.02419675
3349,0.14260492
3350,0.02419675
3351,0.101553455
3352,0.02419675
3364,0.02419675
3370,0.11861491
3374,0.02419675
3376,0.02419675
3383,0.02419675
3388,0.26075003
3394,0.02419675
3400,0.08671149
3401,0.14352494
3402,0.45395172
3403,0.14352494
3404,0.16053164
3406,0.02419675
3414,0.50932986
3418,0.45395172
3420,0.19610806
3421,0.02419675
3422,0.02419675
3426,0.02419675
3434,0.12223434
3435,0.45395172
3439,0.08101052
3443,0.14352494
3452,0.02419675
3462,0.02419675
3463,0.02419675
3465,0.02419675
3472,0.02419675
3478,0.02419675
3479,0.02419675
3484,0.02419675
3489,0.02419675
3493,0.02419675
3494,0.1660422
3496,0.02419675
3498,0.02419675
3502,0.118942864
3505,0.02419675
3513,0.14352494
3514,0.10786129
3515,0.38570452
3517,0.02419675
3532,0.02419675
3539,0.45395172
3542,0.02419675
3543,0.02419675
3558,0.02419675
3567,0.02419675
3570,0.02419675
3571,0.02419675
3575,0.27496335
3577,0.02419675
3596,0.10869335
3603,0.02419675
3608,0.38107648
3609,0.02419675
3617,0.02419675
3628,0.13678707
3631,0.34353188
3637,0.02419675
3640,0.02419675
3641,0.02419675
3649,0.02419675
3650,0.13900934
3653,0.08034852
3662,0.13458781
3663,0.02419675
3665,0.02419675
3671,0.14352494
3672,0.02419675
3674,0.02419675
3681,0.02419675
3686,0.02419675
3688,0.02419675
3689,0.14352494
3690,0.14352494
3691,0.02419675
3693,0.02419675
3696,0.19610806
3699,0.02419675
3707,0.14604537
3714,0.02419675
3716,0.02419675
3722,0.02419675
3729,0.13816072
3733,0.02419675
3748,0.29780653
3752,0.101553455
3753,0.12604275
3756,0.02419675
3760,0.02419675
3768,0.45395172
3769,0.02419675
3772,0.02419675
3773,0.27361566
3776,0.14352494
3781,0.2052233
3782,0.02419675
3790,0.02419675
3793,0.28962255
3794,0.02419675
3803,0.14352494
3804,0.02419675
3805,0.13900934
3810,0.02419675
3811,0.10383914
3818,0.12223434
3820,0.14352494
3826,0.02419675
3830,0.02419675
3832,0.02419675
3835,0.06216282
3845,0.02419675
